date,narration,amount,type
2024-02-07,Bank charges 3153,144.78,debit
2024-12-11,Airtel broadband,796.14,debit
2024-08-15,Freelance payment 1083,76237.66,credit
2025-07-05,Spotify premium,104.45,debit
2026-01-14,AWS invoice 2062,12200.65,debit
2025-08-25,Zomato order #7989,508.9,debit
2025-10-24,Refund credit 1644,4212.58,credit
2025-03-14,BigBasket order,2967.18,debit
2024-11-10,Team lunch 9893,4356.98,debit
2025-08-22,Zoom subscription,1924.37,debit
2024-06-24,Hotel stay 6427,8498.16,debit
2025-02-19,Razorpay settlement 4368,13317.44,credit
2025-02-11,Spotify premium,171.89,debit
2025-04-11,Interest credit,1147.82,credit
2024-05-20,Cheque deposit 5431,34963.48,credit
2025-04-28,Electricity bill 9306,3635.89,debit
2025-11-22,Figma subscription,927.11,debit
2025-05-13,Team lunch 9676,7909.68,debit
2024-11-26,Razorpay settlement 9444,13235.69,credit
2025-04-27,Amazon purchase,4255.34,debit
2026-04-05,Microsoft Azure 9470,6002.32,debit
2024-07-13,Amazon purchase,1323.19,debit
2024-12-05,Salary credit 5748,120545.14,credit
2025-12-11,Hotel stay 4713,12164.16,debit
2025-05-10,Client payment 5705,89985.56,credit
2024-11-23,Spotify premium,147.19,debit
2025-02-11,Amazon purchase,3276.47,debit
2025-01-15,Freelance payment 2789,52729.29,credit
2026-01-30,Uber ride 3171,388.0,debit
2025-05-24,Jio recharge,327.56,debit
2024-10-23,Team lunch 3423,3564.82,debit
2024-11-25,Google Workspace,1124.38,debit
2024-12-30,Myntra order #7672,2256.64,debit
2025-09-26,AWS invoice 7502,5281.44,debit
2026-03-02,AWS invoice 1429,4679.87,debit
2024-05-13,Interest credit,1524.2,credit
2025-08-01,Swiggy order #9652,268.12,debit
2025-02-06,GitHub subscription,981.64,debit
2024-10-09,Office supplies,1493.64,debit
2024-01-14,Swiggy order #7628,624.74,debit
2024-07-31,Airtel broadband,910.18,debit
2025-11-17,Razorpay settlement 4066,33071.47,credit
2025-11-20,Slack subscription,1713.19,debit
2024-11-01,Zoom subscription,1604.4,debit
2024-03-19,GitHub subscription,553.94,debit
2025-11-01,ATM withdrawal 7840,6449.36,debit
2024-03-06,Microsoft Azure 5536,19802.14,debit
2026-04-26,Electricity bill 1733,2487.14,debit
2025-06-12,Razorpay settlement 9955,36508.76,credit
2026-01-17,IMPS payment 3094,7982.15,debit
2024-02-03,Myntra order #8703,2192.18,debit
2026-02-25,Medical reimbursement,1177.6,debit
2024-10-11,Cheque deposit 3622,60859.82,credit
2025-05-04,Airtel broadband,1156.64,debit
2025-10-15,Office supplies,2270.19,debit
2024-07-23,Zomato order #7296,470.15,debit
2025-09-21,Slack subscription,1901.95,debit
2024-04-19,Salary credit 1927,88087.03,credit
2025-01-21,Razorpay settlement 4908,46796.92,credit
2025-12-22,AWS invoice 9955,14031.51,debit
2024-05-20,Office supplies,548.66,debit
2025-07-11,Figma subscription,1337.1,debit
2026-04-16,Interest credit,763.04,credit
2026-04-18,Zoom subscription,1828.01,debit
2025-11-15,NEFT transfer 4002,82778.97,credit
2025-07-06,Figma subscription,1584.69,debit
2025-09-17,Microsoft Azure 8151,11372.01,debit
2024-12-31,Ola cab 6181,135.56,debit
2025-04-02,NEFT transfer 2245,18900.34,credit
2024-05-24,Cheque deposit 6063,36323.98,credit
2025-09-21,Medical reimbursement,881.38,debit
2024-01-25,Refund credit 6159,4939.57,credit
2025-01-26,Amazon purchase,3315.41,debit
2026-03-01,NEFT transfer 3285,62355.74,credit
2024-09-17,IMPS payment 6264,14222.28,debit
2025-02-09,Ola cab 5740,147.62,debit
2026-04-19,Razorpay settlement 8802,7363.54,credit
2025-08-27,Electricity bill 4020,3987.14,debit
2024-09-09,UPI transfer #6520,16342.84,debit
2025-03-28,Medical reimbursement,1665.48,debit
2024-06-09,Bank charges 6731,204.04,debit
2024-03-24,Figma subscription,817.27,debit
2024-11-18,Spotify premium,157.88,debit
2026-01-16,Freelance payment 5173,35709.24,credit
2024-02-03,IMPS payment 7515,19166.47,debit
2025-08-25,Swiggy order #2163,299.57,debit
2024-04-01,Medical reimbursement,1392.2,debit
2026-02-27,Google Workspace,1431.75,debit
2024-02-07,Client payment 2392,146294.17,credit
2026-02-08,ATM withdrawal 4362,4484.9,debit
2024-07-30,Ola cab 3319,192.1,debit
2024-05-01,Flipkart order #8515,823.3,debit
2024-09-22,Google Workspace,936.46,debit
2024-04-23,Refund credit 1079,1348.51,credit
2026-03-29,Razorpay settlement 4115,32317.92,credit
2024-10-28,AWS invoice 9676,7235.0,debit
2025-09-24,Razorpay settlement 7947,35328.59,credit
2025-06-19,Salary credit 5072,120058.02,credit
2025-04-10,Uber ride 3169,148.48,debit
2024-06-10,Google Workspace,1823.83,debit
2025-06-29,Flipkart order #3914,2945.2,debit
2026-03-13,Figma subscription,1404.0,debit
2026-03-18,Airtel broadband,871.68,debit
2024-06-04,UPI transfer #3257,34591.56,debit
2026-02-08,Cheque deposit 6837,62437.12,credit
2025-05-09,Airtel broadband,828.15,debit
2025-10-11,Spotify premium,129.81,debit
2024-06-18,Medical reimbursement,4578.93,debit
2025-07-21,Hotel stay 5612,14032.46,debit
2024-01-27,Swiggy order #9502,663.83,debit
2025-02-11,Flipkart order #5992,598.07,debit
2024-10-13,Google Workspace,1379.17,debit
2025-09-19,Hotel stay 2326,9477.98,debit
2025-06-29,Flight booking 7412,12792.9,debit
2024-04-21,Amazon purchase,1251.04,debit
2024-12-29,Ola cab 5065,94.09,debit
2024-05-28,GitHub subscription,994.24,debit
2025-05-30,Salary credit 2638,125499.25,credit
2025-01-10,Amazon purchase,4203.37,debit
2025-09-02,IMPS payment 5734,10364.11,debit
2024-06-12,GitHub subscription,1466.01,debit
2025-04-16,Salary credit 7729,134425.09,credit
2024-06-08,Swiggy order #8070,530.21,debit
2024-02-10,Ola cab 2438,264.03,debit
2025-07-28,Ola cab 5095,146.46,debit
2024-11-09,Hotel stay 1662,7836.1,debit
2024-05-26,Netflix subscription,679.89,debit
2024-09-12,Airtel broadband,1399.96,debit
2024-11-22,Razorpay settlement 1473,13652.94,credit
2024-11-30,Microsoft Azure 4157,18287.04,debit
2024-12-01,Uber ride 6111,128.6,debit
2024-09-15,Jio recharge,386.68,debit
2025-04-02,Medical reimbursement,4618.39,debit
2026-04-27,Flipkart order #2948,471.08,debit
2025-02-02,Flipkart order #3381,220.1,debit
2024-06-11,Client payment 8675,172333.88,credit
2025-07-18,Flight booking 4610,8237.4,debit
2025-04-21,Interest credit,249.92,credit
2024-02-14,Salary credit 1866,93115.97,credit
2024-12-07,Uber ride 4106,380.24,debit
2025-02-13,BigBasket order,2818.47,debit
2024-12-14,Airtel broadband,602.42,debit
2026-04-07,IMPS payment 8218,17085.67,debit
2025-02-01,Zepto groceries,654.36,debit
2026-01-11,Microsoft Azure 5705,13281.23,debit
2024-10-21,Zoom subscription,1969.97,debit
2024-11-16,Amazon purchase,3011.51,debit
2025-02-08,Medical reimbursement,3456.01,debit
2025-10-12,Netflix subscription,525.08,debit
2025-05-24,Client payment 8683,42880.71,credit
2025-08-03,UPI transfer #9790,33808.74,debit
2024-08-14,Freelance payment 7062,25558.93,credit
2024-08-15,Uber ride 9736,315.62,debit
2026-04-28,Medical reimbursement,2556.13,debit
2024-08-13,ATM withdrawal 8814,6233.96,debit
2025-01-21,Freelance payment 5660,57354.14,credit
2024-01-21,Interest credit,1366.13,credit
2024-04-12,Flipkart order #7468,1280.91,debit
2026-02-25,Flight booking 4268,7250.35,debit
2024-09-12,Flipkart order #5052,3113.56,debit
2025-11-28,Ola cab 4514,221.21,debit
2024-10-01,Jio recharge,390.07,debit
2026-01-23,Team lunch 6157,6032.49,debit
2025-12-19,Flight booking 6785,16602.74,debit
2024-09-18,Microsoft Azure 1118,4903.87,debit
2025-08-18,Hotel stay 6105,11054.23,debit
2025-06-02,Medical reimbursement,3052.5,debit
2024-01-05,Electricity bill 2025,1859.18,debit
2025-11-17,Bank charges 5959,439.26,debit
2025-10-20,Netflix subscription,766.94,debit
2025-05-02,BigBasket order,2007.91,debit
2025-02-06,Uber ride 6489,446.85,debit
2024-01-15,Jio recharge,237.72,debit
2025-08-20,Team lunch 3950,5826.29,debit
2026-01-17,Freelance payment 3290,34607.49,credit
2024-07-31,Zoom subscription,1159.06,debit
2024-05-17,Office supplies,794.69,debit
2026-03-18,IMPS payment 5414,2624.49,debit
2025-10-17,Electricity bill 1500,2828.73,debit
2024-12-18,Medical reimbursement,4221.52,debit
2025-05-18,Medical reimbursement,3023.73,debit
2026-03-15,Bank charges 6886,354.62,debit
2025-01-10,Hotel stay 2081,11380.46,debit
2024-11-13,Flipkart order #2349,579.89,debit
2025-11-29,Uber ride 1699,292.5,debit
2024-11-02,Hotel stay 1272,10589.64,debit
2025-12-31,Team lunch 7869,7254.88,debit
2025-07-29,NEFT transfer 3521,49563.27,credit
2024-05-02,Zoom subscription,1443.38,debit
2025-12-05,Swiggy order #2815,318.8,debit
2025-06-30,Slack subscription,1995.86,debit
2025-02-02,Team lunch 6556,6587.84,debit
2026-03-19,Google Workspace,961.57,debit
2024-09-28,Flipkart order #7836,1525.61,debit
2025-09-19,Uber ride 5259,138.22,debit
2025-01-17,Uber ride 4700,272.78,debit
2024-12-08,NEFT transfer 9551,64550.58,credit
2024-11-03,Figma subscription,1850.05,debit
2025-11-22,AWS invoice 5496,5250.31,debit
2024-10-08,Airtel broadband,959.36,debit
2026-03-24,Medical reimbursement,528.11,debit
2024-05-01,Interest credit,1277.51,credit
2024-02-04,GitHub subscription,426.32,debit
2025-12-20,Myntra order #8364,2909.67,debit
2024-07-13,AWS invoice 5563,7831.98,debit
2025-04-12,Microsoft Azure 3260,15003.13,debit
2024-08-27,Electricity bill 9390,2576.0,debit
2025-10-27,Office supplies,2379.77,debit
2025-08-11,Electricity bill 1309,1025.42,debit
2024-03-05,Flipkart order #4559,2812.43,debit
2024-11-28,Refund credit 3227,1457.98,credit
2024-07-19,Swiggy order #9197,407.46,debit
2025-02-11,Flipkart order #4634,940.54,debit
2025-09-15,Flight booking 9577,13325.35,debit
2024-02-03,GitHub subscription,1035.9,debit
2026-04-28,Figma subscription,1276.62,debit
2025-12-25,Zepto groceries,738.32,debit
2024-12-30,Jio recharge,405.26,debit
2025-05-02,Figma subscription,817.21,debit
2024-02-04,AWS invoice 7685,13612.78,debit
2025-08-22,Bank charges 7419,132.06,debit
2025-05-19,Razorpay settlement 9032,14086.93,credit
2024-05-06,Slack subscription,1289.71,debit
2024-09-03,Office supplies,1864.07,debit
2024-04-07,Electricity bill 9592,4842.96,debit
2024-07-23,IMPS payment 5446,9367.97,debit
2026-02-07,AWS invoice 9713,8534.3,debit
2025-05-25,Uber ride 1428,390.22,debit
2024-06-14,Swiggy order #8178,622.04,debit
2024-04-18,Hotel stay 3591,9560.89,debit
2025-07-17,Netflix subscription,540.3,debit
2025-11-06,Office supplies,1161.3,debit
2025-04-01,Amazon purchase,3730.12,debit
2024-11-23,Office supplies,1755.94,debit
2025-11-11,Google Workspace,1755.06,debit
2024-03-30,Refund credit 3622,1064.88,credit
2025-05-02,Flight booking 9757,5092.67,debit
2025-03-25,Slack subscription,789.45,debit
2024-06-30,Amazon purchase,308.45,debit
2026-01-26,Client payment 7846,173059.96,credit
2026-02-02,Razorpay settlement 6860,7048.26,credit
2025-04-07,Airtel broadband,913.81,debit
2024-05-27,Ola cab 2740,325.99,debit
2025-10-16,Flight booking 4352,19883.14,debit
2025-10-27,Electricity bill 1865,3849.8,debit
2025-09-17,Flipkart order #9442,3608.76,debit
2025-06-02,Razorpay settlement 6959,37964.84,credit
2025-03-18,Figma subscription,1532.53,debit
2025-08-14,Swiggy order #4285,565.25,debit
2025-10-21,Office supplies,2352.61,debit
2026-04-23,Team lunch 5627,7623.27,debit
2024-02-27,Freelance payment 8404,45513.58,credit
2025-02-13,Figma subscription,1327.68,debit
2024-03-24,Refund credit 3926,4519.95,credit
2024-05-15,Netflix subscription,584.29,debit
2025-06-13,Jio recharge,409.34,debit
2025-06-17,Zoom subscription,1564.94,debit
2024-12-11,Bank charges 6127,190.85,debit
2025-06-23,IMPS payment 5254,16657.24,debit
2024-09-29,Razorpay settlement 8036,26295.43,credit
2025-07-26,Swiggy order #3303,772.37,debit
2025-11-06,Team lunch 3574,4999.82,debit
2024-02-15,Zomato order #8628,808.8,debit
2025-04-06,Electricity bill 7381,2617.79,debit
2024-03-31,Jio recharge,300.96,debit
2024-02-07,Swiggy order #1701,186.44,debit
2024-09-13,Office supplies,2950.33,debit
2025-07-18,Figma subscription,1935.92,debit
2025-11-12,Google Workspace,1721.68,debit
2026-02-20,Jio recharge,317.18,debit
2025-06-04,AWS invoice 1852,12219.05,debit
2024-12-12,Client payment 8612,51516.04,credit
2024-06-25,NEFT transfer 4007,55989.47,credit
2025-03-11,Airtel broadband,810.6,debit
2024-05-03,Zomato order #6618,777.34,debit
2025-04-09,Spotify premium,160.54,debit
2024-06-16,BigBasket order,1181.68,debit
2025-01-29,GitHub subscription,1261.35,debit
2026-02-22,Spotify premium,138.14,debit
2024-05-01,Flight booking 2036,3100.28,debit
2024-04-03,Flight booking 7378,3386.23,debit
2025-01-04,Myntra order #5321,1207.31,debit
2025-03-18,GitHub subscription,1409.85,debit
2025-02-08,Flipkart order #7754,3376.95,debit
2024-11-24,Zepto groceries,477.82,debit
2026-01-29,Airtel broadband,576.1,debit
2026-02-27,Spotify premium,189.85,debit
2026-03-04,BigBasket order,2159.97,debit
2024-05-08,UPI transfer #1481,17866.95,debit
2024-05-06,Flight booking 6864,19524.66,debit
2024-07-02,Slack subscription,1877.07,debit
2024-07-10,Swiggy order #5650,195.17,debit
2025-05-02,Office supplies,2753.61,debit
2024-11-16,BigBasket order,614.29,debit
2024-07-03,Spotify premium,134.17,debit
2025-11-12,Team lunch 5621,6659.89,debit
2025-03-06,Zoom subscription,1904.84,debit
2025-04-18,Jio recharge,215.63,debit
2024-08-07,Microsoft Azure 7598,4327.24,debit
2024-09-23,Office supplies,1353.93,debit
2025-08-18,GitHub subscription,1276.26,debit
2024-04-14,Jio recharge,248.58,debit
2024-05-01,Netflix subscription,525.22,debit
2024-07-20,UPI transfer #8532,45811.96,debit
2024-01-16,Electricity bill 1095,4911.11,debit
2024-02-16,Razorpay settlement 5487,12805.14,credit
2024-05-21,Google Workspace,1240.27,debit
2024-10-18,BigBasket order,2608.76,debit
2024-09-24,Swiggy order #7841,757.59,debit
2024-04-28,AWS invoice 6387,3192.04,debit
2026-01-21,Spotify premium,173.55,debit
2024-08-01,Swiggy order #6793,595.57,debit
2024-04-22,BigBasket order,574.95,debit
2025-10-21,Google Workspace,685.0,debit
2024-06-13,Figma subscription,1688.01,debit
2024-03-20,NEFT transfer 7085,19430.91,credit
2025-01-31,BigBasket order,2406.43,debit
2024-12-19,Zoom subscription,1290.45,debit
2024-06-21,Airtel broadband,813.21,debit
2024-08-28,Spotify premium,185.33,debit
2024-04-09,AWS invoice 2342,4690.39,debit
2024-07-28,Team lunch 5908,5212.48,debit
2025-05-10,Razorpay settlement 5397,24600.85,credit
2024-08-25,Hotel stay 1004,4203.28,debit
2025-09-06,Freelance payment 7033,16315.56,credit
2025-04-19,Amazon purchase,3835.14,debit
2026-03-04,Zoom subscription,1328.59,debit
2026-02-23,Figma subscription,928.57,debit
2024-04-04,Netflix subscription,613.27,debit
2025-11-17,Electricity bill 9487,2851.23,debit
2025-04-12,Jio recharge,596.74,debit
2024-09-30,AWS invoice 3399,14785.92,debit
2025-01-10,Zepto groceries,1751.17,debit
2025-09-21,Amazon purchase,3277.39,debit
2024-12-04,GitHub subscription,403.39,debit
2024-05-27,Airtel broadband,1480.18,debit
2025-12-03,Hotel stay 2654,2120.96,debit
2024-09-27,Uber ride 4971,378.78,debit
2025-01-20,Figma subscription,1752.64,debit
2024-06-02,AWS invoice 2938,4045.65,debit
2026-01-17,Ola cab 4389,191.47,debit
2025-07-24,Airtel broadband,634.09,debit
2026-02-02,ATM withdrawal 3879,1807.58,debit
2024-06-02,Myntra order #9257,1282.11,debit
2024-06-11,ATM withdrawal 9733,6139.74,debit
2026-01-11,Client payment 1647,29276.59,credit
2025-03-25,AWS invoice 3102,13088.27,debit
2025-09-21,IMPS payment 6406,13421.38,debit
2024-01-08,Client payment 4492,31784.93,credit
2024-03-05,Swiggy order #7216,489.31,debit
2025-10-26,IMPS payment 8354,12278.89,debit
2024-11-03,NEFT transfer 1714,9489.65,credit
2025-09-08,Freelance payment 1213,23739.82,credit
2024-05-13,Ola cab 8412,373.34,debit
2024-05-12,Flight booking 6212,7539.91,debit
2024-11-10,AWS invoice 8317,6718.22,debit
2024-11-15,Medical reimbursement,3548.06,debit
2025-05-07,Jio recharge,223.91,debit
2025-01-01,Figma subscription,1618.48,debit
2024-10-28,GitHub subscription,806.15,debit
2025-04-11,UPI transfer #9277,15033.2,debit
2025-11-23,Netflix subscription,782.06,debit
2025-10-31,Figma subscription,1896.48,debit
2024-04-19,Myntra order #1662,2136.75,debit
2025-06-12,Refund credit 5919,1092.5,credit
2024-06-16,IMPS payment 7991,8003.46,debit
2024-11-11,Interest credit,1662.48,credit
2025-11-01,Ola cab 8214,138.96,debit
2025-04-09,BigBasket order,2439.79,debit
2024-08-18,Zoom subscription,1704.63,debit
2024-11-23,Hotel stay 7715,5110.3,debit
2024-07-12,Spotify premium,102.2,debit
2024-03-20,Flipkart order #3514,3101.64,debit
2025-12-07,Google Workspace,1184.1,debit
2025-05-23,Airtel broadband,1023.07,debit
2025-07-05,Slack subscription,1057.31,debit
2025-02-27,Spotify premium,187.08,debit
2025-06-22,Zoom subscription,1587.12,debit
2025-01-12,Ola cab 5504,240.89,debit
2025-07-09,Spotify premium,154.87,debit
2026-03-14,Netflix subscription,590.88,debit
2024-08-06,Myntra order #8248,2370.67,debit
2024-11-01,Uber ride 4507,269.6,debit
2026-04-01,Zomato order #7901,598.92,debit
2025-12-08,Freelance payment 4263,16757.46,credit
2024-09-11,GitHub subscription,1021.04,debit
2025-01-24,Uber ride 5333,230.77,debit
2025-08-08,Medical reimbursement,1877.15,debit
2025-03-06,Bank charges 1518,290.64,debit
2024-03-27,ATM withdrawal 4598,7635.91,debit
2024-02-15,Uber ride 8411,282.09,debit
2025-08-03,Ola cab 5961,379.21,debit
2025-06-13,Razorpay settlement 8500,32866.39,credit
2024-05-25,Zepto groceries,453.4,debit
2026-04-04,Uber ride 1579,459.82,debit
2024-09-02,Myntra order #4273,1680.42,debit
2026-02-20,BigBasket order,2286.45,debit
2025-08-29,Myntra order #7025,2361.54,debit
2026-02-07,Amazon purchase,4618.21,debit
2025-04-05,Electricity bill 3086,4345.49,debit
2024-12-01,Myntra order #3707,2960.57,debit
2025-01-21,Hotel stay 9461,11587.66,debit
2025-01-25,Electricity bill 1188,4984.49,debit
2024-06-02,Medical reimbursement,4968.04,debit
2024-05-07,Hotel stay 1119,2180.7,debit
2024-01-27,Flight booking 4898,3252.63,debit
2024-10-31,Google Workspace,1557.35,debit
2025-11-21,Freelance payment 4282,47265.5,credit
2024-02-25,Client payment 8259,153860.59,credit
2024-09-03,Hotel stay 6929,11526.38,debit
2025-02-05,GitHub subscription,1318.39,debit
2024-01-26,Jio recharge,438.34,debit
2026-04-28,Airtel broadband,542.85,debit
2024-07-26,Zomato order #9076,801.71,debit
2025-05-24,Microsoft Azure 2631,13682.31,debit
2024-06-30,Microsoft Azure 7009,5269.22,debit
2024-01-12,GitHub subscription,1423.18,debit
2025-03-16,Zoom subscription,1550.29,debit
2025-10-20,Flipkart order #4666,2156.59,debit
2024-10-10,Google Workspace,626.37,debit
2025-12-27,BigBasket order,776.66,debit
2025-09-16,BigBasket order,834.82,debit
2024-01-07,Razorpay settlement 1477,35862.61,credit
2025-02-03,Refund credit 5190,924.91,credit
2026-04-18,Zomato order #4740,653.81,debit
2025-03-28,Team lunch 4737,6495.66,debit
2025-05-02,GitHub subscription,1472.48,debit
2024-09-24,Spotify premium,151.28,debit
2024-10-24,Razorpay settlement 7046,13396.51,credit
2025-04-01,Razorpay settlement 1014,45343.06,credit
2025-05-21,Freelance payment 2703,51375.91,credit
2025-03-03,Flipkart order #2818,3692.1,debit
2025-02-02,Medical reimbursement,3765.75,debit
2024-09-29,Office supplies,2242.81,debit
2025-07-17,Ola cab 6030,174.63,debit
2025-08-22,Slack subscription,1788.72,debit
2025-03-11,AWS invoice 5055,11567.85,debit
2025-09-15,Google Workspace,1360.8,debit
2025-02-06,Electricity bill 5395,1879.55,debit
2025-04-19,Razorpay settlement 8292,22194.54,credit
2025-12-18,Team lunch 9763,7418.94,debit
2025-05-05,Zomato order #8267,541.02,debit
2025-10-02,Spotify premium,111.15,debit
